,N,Bx,By,Bz,Ex,Ey,Ez
529,100000,-5.550245826198204e-13,1.4945844259084484e-13,1.3710047099670905e-10,-24870.253508907397,5471.320262810507,-196096.71919255477
530,100000,7.994205939044248e-14,-3.8437809975331356e-13,1.3480473505720346e-10,14560.366315747118,6455.97095227219,-190725.57747440826
531,100000,1.7053897553593154e-12,3.3970482074649074e-13,1.396896254662493e-10,25132.594366552392,12704.733440388158,-203135.17077874104
532,100000,-3.431249441903059e-13,-3.316851601501707e-13,1.3558077541910608e-10,4986.1547133122185,-6670.622774777652,-184599.51267837326
533,100000,1.2083537427358418e-12,4.986917977270222e-13,1.3384488357316855e-10,13846.438402822268,19734.01144962698,-188004.6131411842
534,100000,9.74080058189048e-13,1.8353309383151976e-12,1.354764813096718e-10,12342.918580892925,37865.29237543814,-181820.7132706742
535,100000,-6.076649464620728e-14,9.291102664491497e-13,1.4052393102956105e-10,2735.366143281839,11527.879073634966,-207008.2316331313
536,100000,4.070058218150509e-13,-3.621029684293867e-14,1.368144124546221e-10,-1646.1873213704253,-7776.7430814658155,-203661.15207219115
537,100000,7.896007380950245e-14,-1.408923586013612e-12,1.4036573012969978e-10,-7446.4177366674,-13239.502236402646,-188769.8868605119
538,100000,2.3525464127494795e-14,-1.4489680165560552e-12,1.4011351082251898e-10,10380.011434734843,-9073.852195369807,-206811.4241173744
539,100000,3.496293466391089e-13,7.45985896338904e-13,1.3703181506247634e-10,-27536.577438557633,18281.213670702007,-187282.44679641112
540,100000,-1.8988055222769254e-13,1.3353671139016514e-12,1.3609115113449467e-10,-15536.234107720484,43211.499909121325,-195846.56637725612
541,100000,1.027629473443665e-12,1.3683320748473235e-12,1.416843330895895e-10,-2269.0371727957254,7117.238467901518,-210585.73445579878
542,100000,-5.446344103152405e-13,-8.577433655375956e-13,1.3971562311308585e-10,-42845.78886380333,-18830.737412295133,-205263.0473390725
543,100000,1.8058689414616394e-12,1.0470904872783578e-13,1.3600077871342833e-10,18020.158226265692,5495.667867260368,-187149.61968525138
544,100000,-2.6075311952613635e-13,5.804201547730016e-13,1.3791410533866354e-10,-14453.641018856,12849.256556981029,-193740.21703608913
545,100000,-4.837125910159239e-13,1.713247065162677e-12,1.3959295740216105e-10,2748.725999947633,25178.402633255708,-199696.82928966417
