,N,Bx,By,Bz,Ex,Ey,Ez
84,1000000,-6.400420376172958e-14,3.415063058467955e-13,1.5554020446214945e-10,-9738.694707862707,5202.867558124395,347386.53872461943
85,1000000,4.027744032285898e-13,1.2886512861840298e-14,1.5308227187621567e-10,-1048.5597813034458,-10922.1817596621,341435.5040872429
86,1000000,-3.3994133866289273e-13,2.0011019651286456e-13,1.5305173512399337e-10,8290.79063397319,6827.945270009029,355848.09010748606
87,1000000,-3.618129301456015e-13,-2.489278457684816e-13,1.5508467159903565e-10,-1426.5579720023193,6807.205100885404,349258.373301681
88,1000000,-2.8732721856564183e-13,1.667115681395491e-13,1.5698093927889324e-10,-1088.870406738998,-1471.3341196533604,350599.5795739653
89,1000000,1.4458644338896508e-13,1.1821064901311227e-13,1.5474596872232671e-10,377.0382837382245,7608.561519224131,342532.2788219518
90,1000000,2.517370262344376e-13,-1.203520831913897e-13,1.548972923933777e-10,-5561.760050171543,4374.55696018665,344210.4565963429
91,1000000,-4.933762124633182e-13,2.1819628998901218e-13,1.5573299104254463e-10,8727.546526773394,-2696.866777277572,347410.1391822054
92,1000000,2.4851572074570422e-14,-1.0163320272218974e-13,1.5465794591703231e-10,-13781.659307365202,7652.941379834961,348614.56938527396
93,1000000,3.940088909560443e-13,-4.767752899648386e-13,1.555013592612735e-10,-13089.055431080595,-3641.2578130256566,349749.0815779348
94,1000000,7.763935030351735e-14,-3.7061811720655657e-13,1.5460414856890094e-10,-8445.721378357817,612.9948295630294,347931.6799253295
95,1000000,-4.168206848909344e-14,-1.3120640869738754e-13,1.5453252677053594e-10,1105.2283608994194,13228.670663318933,347973.9957057586
96,1000000,-3.65795149103255e-13,3.6215176605231773e-13,1.5690497452111922e-10,-6927.478386553794,3871.8856613053113,351823.5135602166
97,1000000,1.0380127890593452e-13,-3.9868291992891316e-13,1.5496875863946666e-10,-648.5175480779941,2389.4238428624317,344426.51021194743
98,1000000,-3.228277003661975e-13,3.664537179766392e-13,1.5488956867602933e-10,65.99826537083851,4237.896193686292,351698.54125955526
99,1000000,-2.32010117952103e-13,4.720826442592212e-14,1.5605375786916397e-10,-20748.212092587903,7012.473558303885,342036.7588040262
