,N,Bx,By,Bz,Ex,Ey,Ez
31,1000000,9.076808076243521e-15,-8.006417789320036e-17,1.0484529535814662e-14,-2307.332061119509,-1.5316565091331111,1019.8293829739671
32,1000000,8.871562956661917e-15,-1.1262600559053972e-16,2.1035308852366357e-15,-2236.379266390914,-0.050275464745606194,1019.5748190057446
33,1000000,8.508977032986827e-15,1.135201479442015e-16,9.630516707381019e-15,-2216.4592787367937,0.9038279774035665,1020.8774455982513
34,1000000,8.770885582550738e-15,-1.214410340156048e-16,7.938264529536844e-15,-2258.7071921352945,-2.6125653671791524,1019.5821783706589
35,1000000,8.872250205623011e-15,-3.1818350917966294e-16,4.712021109042141e-15,-2222.0853430246593,-0.7574945177869297,1017.4950135808438
36,1000000,8.774521353149461e-15,6.838738999964701e-17,5.471123475964976e-15,-2199.2871650268003,-2.519981137462179,1018.7778583726706
37,1000000,8.965937623428493e-15,8.91609768486724e-17,7.453543414608814e-15,-2261.368822999636,-1.4157929573368164,1018.8506256862487
38,1000000,8.86145906555364e-15,-1.389591886447798e-16,1.2634462900487795e-15,-2233.333917495327,-0.55884016838593,1019.5236227184124
39,1000000,8.715206159571331e-15,9.289395041260801e-17,6.4738128429225195e-15,-2254.6171622469833,0.3594480171172964,1021.7838813985769
40,1000000,8.535369831218047e-15,-2.4824786476874236e-17,6.160922441422881e-15,-2266.074297124733,-1.9360862287639364,1020.6490932059971
41,1000000,8.717343747900757e-15,-1.9609740398108324e-16,9.05132950583558e-16,-2238.436560650927,-1.0969913852375144,1018.2552586152402
42,1000000,8.984459226489476e-15,-1.2124947798760305e-16,7.717897816992213e-15,-2309.4291521399814,0.41580021631930314,1020.3661829037906
43,1000000,9.062687877301774e-15,8.198822796499584e-17,8.725510232102437e-15,-2231.0231720623724,1.527953790372077,1021.1207610575062
44,1000000,8.98841847610829e-15,-1.3712398951322169e-16,2.487354623446363e-15,-2295.162773434206,0.13057444189856643,1019.6540795052172
45,1000000,8.903623661397504e-15,-3.3734121357246804e-16,7.17567123265099e-15,-2329.459649216064,-1.4629192114125456,1019.7819529536094
46,1000000,8.75627279196744e-15,1.0435149045162146e-16,5.268629800698356e-15,-2238.1000429101036,1.643001671752513,1018.3572314460089
47,1000000,8.770406480097446e-15,-4.929282862184214e-18,2.7629327290705617e-15,-2322.9074905675557,0.7955585872048173,1019.8198015321864
48,1000000,9.151247519115564e-15,1.47229455686465e-16,7.103744044759608e-15,-2296.8079399737026,1.071744414611986,1019.5753151674915
49,1000000,8.858317299345466e-15,-2.0045096114366245e-16,6.871328022437562e-15,-2269.7319811925126,-0.2293102255750659,1021.2389346735921
50,1000000,8.980503004444194e-15,-1.6220822017332233e-16,1.0270813244048389e-14,-2266.97304109352,0.5583828262425136,1018.7083625920858
51,1000000,8.755285341171501e-15,9.070098185934976e-17,2.9789291892892594e-15,-2193.4271240030575,-0.13379142361696386,1018.4896791305196
52,1000000,8.896825027196492e-15,9.671359116037948e-17,9.501759247222695e-15,-2231.832095471962,1.740902463008249,1019.8861815055651
53,1000000,8.490168153680126e-15,6.582009760640458e-17,2.559392105139028e-15,-2228.27984424587,0.42051538256766613,1019.0342600625045
54,1000000,8.85081071428193e-15,6.1828523832764956e-18,5.195598908388725e-15,-2236.085917806353,-3.1729249290682833,1019.5055716107977
55,1000000,8.873125659188765e-15,1.355042070942942e-17,8.24103684108892e-15,-2218.897605928705,-0.35990320723033975,1020.006058538887
56,1000000,8.827222846489407e-15,4.694965404634941e-16,3.1761666732213225e-15,-2276.1756180733414,2.921657212271854,1018.8974641665692
57,1000000,9.000399152226062e-15,8.776786253245242e-17,7.722865785491785e-15,-2282.4017805338804,-0.7676620056084446,1020.2261304944492
58,1000000,8.88608057797108e-15,4.674056522437865e-17,4.097694886721896e-15,-2260.7616643832794,-2.0091854493531023,1020.7744060993136
59,1000000,8.531338143481967e-15,-2.4862866957990746e-16,6.61184544203323e-15,-2193.4728874121834,0.22172792221585433,1017.2281988934255
60,1000000,8.754295241646282e-15,1.5995537448973842e-16,5.635003938900851e-15,-2235.0586421797675,0.8088981491235966,1020.294543830694
61,1000000,9.086753474687408e-15,-2.0819415855513824e-16,8.58484226511435e-15,-2250.723815081869,-0.4065883731776864,1020.3564238977397
62,1000000,8.7558746396251e-15,-2.3361509770280764e-16,5.4890468930146376e-15,-2256.2278800088693,1.8127218140488857,1021.618486990952
63,1000000,8.750113386898261e-15,-1.5676418625294612e-16,6.456203742343244e-15,-2287.0269342111783,-2.278383158998486,1019.9368489252635
64,1000000,8.76417782779171e-15,2.2804906950347167e-16,6.824876911793493e-15,-2299.985134530399,2.6676818173885946,1017.8155572599354
65,1000000,8.833672220321849e-15,5.830596014563376e-17,3.258878725239222e-15,-2256.08198817889,1.38989800862252,1019.9624804695985
66,1000000,8.544520910257214e-15,-3.184291947017305e-17,7.141538546224222e-15,-2227.7997908388875,0.5140524646829099,1017.2105697428215
67,1000000,8.758687911356912e-15,1.7987994876957542e-16,-3.9391689170746504e-16,-2235.4413295915792,-1.6114688933217236,1021.2907990337407
68,1000000,8.969531339555533e-15,1.4761581200205373e-16,1.838266503641983e-15,-2261.8659528355693,0.19075903470751585,1020.81617717124
69,1000000,8.656755180145557e-15,-2.0566006427161456e-17,4.983638414555075e-15,-2222.404841696557,0.49810268753881565,1020.4800298897219
70,1000000,8.870716315743074e-15,2.274839716411134e-16,8.56797459040852e-15,-2279.3775789020897,-0.978615032394484,1020.7429163995888
71,1000000,8.7784028341156e-15,4.8668309165314855e-17,6.468675927045551e-15,-2350.7893015111486,0.976610644378284,1022.9786070135704
72,1000000,9.135768627730278e-15,7.747843522281853e-17,8.954592569964754e-15,-2279.542851796847,0.16231662990835857,1021.2619638568242
73,1000000,8.841917600378027e-15,-1.0151308237649358e-17,7.970073999882678e-15,-2238.67792692973,0.07490057386791733,1018.8208594903326
74,1000000,8.801157318233372e-15,2.6244653676206197e-17,3.824595267623029e-15,-2278.020242784054,0.3753410054170699,1020.457507301589
75,1000000,8.759545797617102e-15,-3.152869086271126e-17,9.053538375434138e-15,-2265.5031278247197,0.8447291228708371,1018.8570995281987
76,1000000,8.579498803390794e-15,-4.2706868549083615e-17,-7.898625927728663e-16,-2347.4584175575346,1.8449575654499641,1022.030530692943
77,1000000,8.599799893577417e-15,-8.924562379339615e-17,3.4422342382201246e-15,-2215.8188446284576,-2.3900789056509018,1017.5783698958119
78,1000000,8.942369889270249e-15,-1.4121927970298974e-16,5.730299814541292e-15,-2288.788601530066,-1.486113145689741,1021.9310354083825
79,1000000,8.885432894541452e-15,-1.760487016280028e-16,6.669674293232731e-15,-2294.496047396617,-1.0466877325357078,1018.7542971394261
80,1000000,8.79600525320471e-15,-4.2876074183546026e-17,5.569325316560603e-15,-2302.3110242450366,0.5234540302782021,1019.6474219228505
81,1000000,8.787004252773144e-15,-2.160800196706466e-16,7.245112122530666e-15,-2238.146749744754,-0.4182875811879455,1018.1528448870769
82,1000000,8.815733166343499e-15,-1.0303051587838307e-16,5.275783524931148e-15,-2266.1699170673414,0.3529426278497159,1021.37935106162
83,1000000,8.913008803181846e-15,5.452493182287943e-17,5.842733608003648e-15,-2323.9840211073383,-0.11956972893537932,1020.7906866992118
84,1000000,8.613740836061846e-15,-3.886066361712576e-16,4.384766619940441e-15,-2279.3145090552302,-0.7238958148015812,1019.622412887792
85,1000000,8.947234289278374e-15,9.632191675589782e-17,1.1869751951402065e-15,-2246.886422632407,-1.2570306431663465,1021.2051990576106
86,1000000,9.035150649205673e-15,1.9574158964141066e-16,9.96814556074379e-15,-2291.8576203817197,0.5832737600508155,1022.7330071685087
87,1000000,8.590324409667353e-15,2.9997344700138335e-16,6.193735118744284e-15,-2239.6184310472286,2.5109160584103045,1018.6109415991901
88,1000000,8.374053983214115e-15,-7.430893143581324e-17,3.597746859922621e-15,-2297.46851910287,-0.6915976820655031,1021.7147746043219
89,1000000,9.034347698090671e-15,-4.1972309715984933e-17,7.15829241617456e-15,-2286.075082186483,2.7648996484161623,1019.9918342540683
90,1000000,8.857900079730335e-15,-6.09056185355107e-17,2.1226435724677883e-15,-2254.3846979939685,-0.9680712916657893,1020.7824759446202
91,1000000,8.88205317467661e-15,6.293161771571287e-17,1.0656380968731392e-14,-2248.667219467375,0.36367915877882384,1020.357901258968
92,1000000,8.81926535890916e-15,-1.9141108390163024e-18,9.860491136537555e-15,-2216.4431532259678,0.3881577056272418,1018.5178621102259
93,1000000,8.965268007914796e-15,-1.2263616193622432e-16,7.938950400042277e-15,-2301.9733524480866,-0.5882553563663393,1019.1301763859284
94,1000000,9.155094894136766e-15,1.8193050357894926e-16,7.81889300867537e-15,-2261.6694134596255,-1.7904591800428367,1019.5170127067645
95,1000000,8.66295197200806e-15,1.0721911567315956e-16,8.863032619750989e-16,-2267.0857416738622,-0.0013757361555677928,1020.6602993149711
96,1000000,8.773344742462881e-15,-8.03484603882331e-18,4.627564892050482e-15,-2236.6431569416145,-1.9830423370627632,1017.7992460497925
97,1000000,8.930245550290206e-15,2.5545126716245077e-17,5.610411615269964e-15,-2264.514967776023,-0.11796944858330341,1017.7152354526986
98,1000000,8.934357414315665e-15,-1.602264252657599e-16,7.003880483058251e-15,-2277.968443655484,-2.2381807338266992,1021.5488801666564
99,1000000,8.718876644320332e-15,-4.516912199403795e-16,1.850887626151554e-15,-2230.993221606955,-2.15579871318403,1019.0524144536716
